time,trajectory,f=0.0439453125,f=0.048828125,f=0.0537109375,f=0.05859375,f=0.0634765625,f=0.068359375,f=0.0732421875,f=0.078125,f=0.0830078125,f=0.087890625,f=0.0927734375,f=0.09765625,f=0.1025390625,f=0.107421875,f=0.1123046875,f=0.1171875,f=0.1220703125,f=0.126953125,f=0.1318359375,f=0.13671875,f=0.1416015625,f=0.146484375,f=0.1513671875,f=0.15625,f=0.1611328125,f=0.166015625,f=0.1708984375,f=0.17578125,f=0.1806640625,f=0.185546875,f=0.1904296875,f=0.1953125,f=0.2001953125,f=0.205078125,f=0.2099609375,f=0.21484375,f=0.2197265625,f=0.224609375,f=0.2294921875,f=0.234375,f=0.2392578125,f=0.244140625,f=0.2490234375,f=0.25390625,f=0.2587890625,f=0.263671875,f=0.2685546875,f=0.2734375,f=0.2783203125,f=0.283203125,f=0.2880859375,f=0.29296875,f=0.2978515625,f=0.302734375,f=0.3076171875
2025-06-19 00:23:20,2025_IWOOS_id5,0.006708903482554251,0.004370233303807988,0.001985174303565802,0.0011840784845084673,0.0009625371458882436,0.0006309420226939039,0.0004694537220221467,0.00047551709571681675,0.0003881972106264476,0.00041530831302164656,0.00026247794234362354,0.0001728025923699587,0.00015889042867477284,0.00015990686515636086,0.00011979788064324557,0.00012144394712907357,9.522386861637039e-05,6.084741022432838e-05,7.808741527539273e-05,0.00011932588578545424,0.000134853278146088,9.553590507487118e-05,6.021694392368485e-05,5.613743491101308e-05,4.476971955271634e-05,5.2529112845690425e-05,5.6182792337681955e-05,4.938345689585012e-05,4.5600941448065926e-05,3.736385586467417e-05,2.4900239991171693e-05,2.1538843048010744e-05,1.5428553748091355e-05,1.471894569536043e-05,1.8552912631694434e-05,2.2045983247660042e-05,1.9920405668342254e-05,1.8876602671779012e-05,2.109440073714832e-05,2.9659284288277162e-05,2.6364758403251746e-05,1.9768354248197485e-05,2.302444201426192e-05,3.558281925736373e-05,6.045933048412328e-05,3.8932647786640964e-05,3.2284524197484564e-05,3.978062993124697e-05,6.890468440225701e-05,0.0001031566382023035,9.623486110102522e-05,0.00011709625382185271,0.00013660216947417633,0.00012146354078002704,0.0002164765110117637
2025-06-19 02:23:01,2025_IWOOS_id5,0.005492294141354344,0.006312327746760114,0.004498119166195002,0.0015580241731805295,0.0016271366254409223,0.0014102632031536492,0.0008394346609864721,0.0005460575106964451,0.0005296392236132892,0.00026987997073896344,0.00024599774721378615,0.0002811346757292275,0.00023640157896334812,0.0002036884150729812,8.170192830562225e-05,5.692780632775012e-05,7.125474848626222e-05,5.329525043222272e-05,7.0611870186846e-05,8.895008735487467e-05,7.62471413369325e-05,6.197580464885502e-05,5.381942379732059e-05,5.996204436033012e-05,4.044430463897675e-05,3.273051381879877e-05,3.444664910161722e-05,4.3500390020425034e-05,3.26200058288547e-05,3.0511348491632388e-05,4.501024929423294e-05,5.25185979176492e-05,2.3393867900606127e-05,2.667504303167509e-05,2.362464885721007e-05,2.1151238414153977e-05,1.5696597877084416e-05,2.46992921847839e-05,2.408937500635295e-05,2.8183009382652608e-05,3.664294992317732e-05,4.8152623000481894e-05,6.645286138968235e-05,6.838650756991845e-05,5.055072420552316e-05,6.125930459918427e-05,0.00013166419150317509,0.0002164873290821623,0.00028590263586603684,0.0002651520692690447,0.0002736536612033303,0.0006263736568239014,0.0009379886395993062,0.0010932070458830746,0.0009860241233478268
2025-06-19 04:22:58,2025_IWOOS_id5,0.00398688397135224,0.0031515597272339813,0.0031427342406677226,0.0032220807396489406,0.0019200006741315534,0.0017556064702938154,0.0011081039633533804,0.0008223216451370405,0.0005131788686723357,0.0004263083764548329,0.0003385627502956219,0.00030136789891674944,0.00018959820655301845,0.00018431275298436557,0.00013964837396129005,0.00011113898777680602,0.00012586068926681633,0.00018068971861439186,0.0002466969704123951,0.0002225272219940175,0.00016085729173149956,0.00015368717188363247,0.00017165116362255896,0.0001911537157555401,0.0001679526501016406,0.00012853055304523113,0.00016381285046180804,0.00011689705921274688,6.776784759021744e-05,5.138898888415689e-05,4.0732240780852446e-05,5.367500160445374e-05,5.108055334733418e-05,5.681869330995905e-05,6.480478063056286e-05,5.112324535332767e-05,3.781295255721065e-05,4.026152717029128e-05,4.0301267025324086e-05,2.8319069000820765e-05,2.8591893065231092e-05,3.943231530715159e-05,4.4209036525966465e-05,4.353449804402095e-05,7.972281050494928e-05,0.00010403822054501097,0.00011134750465839723,0.00024361347085232157,0.00024275606019873912,0.000196476487736449,0.00027262247168229607,0.0002246459009273729,0.0006964193898691375,0.0011053242921937744,0.0013003992218999893
2025-06-19 06:23:04,2025_IWOOS_id5,0.058905651477854724,0.02775628942577289,0.011955051431010291,0.006869917243314115,0.007079000316450357,0.0055789440810927494,0.0039054154835678127,0.003387244177518638,0.002715215437338968,0.001816460430386326,0.0007671345886191769,0.0008324491290669804,0.0007571211485003056,0.0006299308577927413,0.0005044899932137453,0.0005323800778521168,0.0006009923381304292,0.0005193223968328017,0.0005234855875646513,0.00036946993681603434,0.000404629599382928,0.0007425179074675072,0.0007328680899170362,0.00033902902604120903,0.0003471672815754771,0.0005631203847157227,0.0006012954335985511,0.0005963588682675375,0.0004471966745549238,0.00036916820259029877,0.0003566215711464371,0.0002902093336645378,0.00027704448885884945,0.0002472756028656774,0.00022338159354281376,0.00018253678265585114,0.00014145145531740058,0.00011934555410726752,0.00013542869384040667,0.00015078486382203942,0.00011175403404631155,0.00013210588384924825,0.00014706826790664035,0.00015337659280618832,0.00018640939077184743,0.00013162266782624414,0.00012192407196647868,0.0001583303394847194,0.00014838591182851909,0.00046150241207521306,0.0007331307238395691,0.00038000808600775006,0.0005799460092049319,0.000930157113532916,0.001317931353003933
2025-06-19 08:23:31,2025_IWOOS_id5,0.04692140695695621,0.04409095516054073,0.03176987557782014,0.019390989609762523,0.016537339545997086,0.007452903262430145,0.007924820439372659,0.0062963484001827014,0.004314562931778606,0.0047152252071358145,0.003295448144153855,0.0022830812659465744,0.0015310194093029602,0.0012739367618940182,0.0012051319183093855,0.0008413222333476765,0.0004721703753864076,0.0007247361392485658,0.0006426086220754362,0.0004457285895095614,0.0004917299480092847,0.0004266017714147754,0.0002558400600659981,0.00020029167015263077,0.00027510317301311107,0.00031801767562222443,0.0003527302579776344,0.00046102227419043794,0.0003628824730549835,0.0003131450528829584,0.0003992122786506202,0.0004769858818059451,0.0003700304316557032,0.0002539680840036278,0.0002679082765545623,0.00021976606451658552,0.00014106517450149637,0.00015550250925291183,0.00012806212979666606,0.00011581706789452539,0.00013222031250027848,0.00011818619797536905,0.00014639915733338538,8.454641190844338e-05,0.0001322603944582166,0.00025058358554649895,0.00022988332545455966,0.00019543975725526736,0.00026950854018942125,0.0006254685971755195,0.0005231337399136596,0.0003669398515975954,0.0007144441899589218,0.0007935172233386038,0.000925844628696423
2025-06-19 10:23:08,2025_IWOOS_id5,0.055576567509151846,0.0412545387087095,0.02481293876033935,0.017403710985256397,0.01427609734558983,0.014573935291688949,0.012809455748840815,0.007910499954499437,0.003060391211901911,0.0020257521517956915,0.001763153416263305,0.0019326332180841115,0.0017027249148611307,0.0013174501124560089,0.0008135812537690317,0.0007532192852545423,0.0009811461664675804,0.0009566694146641805,0.0008398598584273972,0.0007569415828469079,0.0007856385916146222,0.0003748946202546915,0.00043711485410200825,0.0005019970730830049,0.0003339392336952568,0.00023465396777508777,0.0002534989053654806,0.0002185265827590338,0.00028350714481961795,0.00041133043955391075,0.0003689200882840507,0.0003889436084233141,0.0005456588596903803,0.00047090382636904915,0.00022816088825496566,0.00017962678996777032,0.00020179696011560246,0.0002396536138761433,0.00011473543007535176,0.0001337597949475464,0.0002009854813273086,0.00015604337786639076,0.00022323260961603354,0.0002260628559299633,0.0002124855617479787,0.0003925716073617462,0.0006479797920699254,0.0006697149382128388,0.0003778124919090481,0.00032727421128054385,0.000337929775470322,0.00041228906077032853,0.0003815834858225402,0.0005289528800894001,0.0006196753700398841
2025-06-19 12:23:26,2025_IWOOS_id5,0.09988603119612882,0.03056362663775942,0.015389196423039566,0.01624698107942426,0.018387785027456367,0.016292644131077495,0.012904196160746074,0.009211570284576935,0.006485885520831457,0.004351222811647156,0.002622587743479362,0.0020710923021062797,0.0014904394007538417,0.0011244720064563568,0.0007380366013749786,0.0004104912003223294,0.00027722460819106073,0.0003228624461342673,0.0003564357390595411,0.0003559619615456505,0.00034826733386224105,0.00027791427093822616,0.0002592602069575126,0.00022808268079433134,0.0002066806102116962,0.00037036024003890463,0.0002696802771161172,0.00010684596057772562,0.00010016151159873787,8.916046684359347e-05,8.20187125744696e-05,7.898803620202363e-05,7.146363481701686e-05,9.099231105298521e-05,0.00010579937781626442,0.000141072680556099,0.00011201321061503415,4.398858678773306e-05,3.3907828324745694e-05,4.8451222173461954e-05,8.442338195121706e-05,7.564552481383104e-05,4.233678109668916e-05,4.891351275855114e-05,3.880330075740866e-05,5.630086182340937e-05,5.37266481222915e-05,6.032875197365256e-05,7.23452840535029e-05,5.592484488266952e-05,5.065089531744889e-05,6.67145936523862e-05,7.928523466808557e-05,7.317124210522765e-05,4.6868010530372146e-05
2025-06-19 14:22:59,2025_IWOOS_id5,0.09628610104106428,0.059957964245168444,0.043348960391877196,0.021089814308833155,0.01685767449738964,0.012425344288861663,0.00862758706287961,0.005308501718314069,0.004654066266037274,0.0032410558806703787,0.002127470465616295,0.0016052322772865343,0.0013808762207498163,0.001153374118272725,0.0007729604517673273,0.0006355420815833091,0.0005473693649910743,0.00043494577934098503,0.0002671256244798628,0.000218999044161732,0.00019705604922202823,0.00017119873841295972,0.00011614201498122202,0.00011504795595314749,9.256834979788712e-05,9.16331402951103e-05,5.815730102071036e-05,5.1442286353946367e-05,3.579720533022712e-05,3.4540020589861316e-05,2.7539633634393495e-05,2.567675945363098e-05,2.7550051038908223e-05,2.0142171277343912e-05,1.5608185377620793e-05,1.9608631302263198e-05,1.201288130579253e-05,9.069715498183976e-06,1.0933402324986782e-05,1.3274795099521711e-05,1.2303469187105179e-05,1.0287547003339984e-05,5.549472585184974e-06,9.358727222998204e-06,1.0571655408157133e-05,9.211782789297147e-06,1.0032416630262879e-05,1.3747011304327492e-05,1.4359531872124662e-05,1.2140849046356834e-05,1.4891210090688278e-05,2.479621214726504e-05,2.0107572560493662e-05,1.4154312476660078e-05,1.1201600782373598e-05
2025-06-19 16:22:59,2025_IWOOS_id5,0.022338337920913505,0.012807275567128754,0.00619737657808261,0.004927439270799503,0.0031998208881481747,0.0018070198061892369,0.0013595555107760403,0.0008302600941581433,0.000689887289412802,0.0004163909295273966,0.00038092028060258444,0.0003696232916436096,0.00022139314540430943,0.00021110219415049368,0.00012112823216641204,0.00012080674415472339,0.00010833418594422956,6.951112062157914e-05,8.995479780193773e-05,7.104598622312122e-05,7.523016876267865e-05,6.1442653603379e-05,4.527400163413107e-05,6.37268099812035e-05,3.7748186406006636e-05,3.35783053409253e-05,4.114005566660082e-05,2.822350397508851e-05,3.545185867802592e-05,2.1479401451920818e-05,2.0636942517010724e-05,2.113923357811864e-05,1.5431426416740485e-05,2.0056970924036244e-05,1.5063544889923063e-05,1.8977123193746364e-05,1.97081787786124e-05,1.6319502636990908e-05,1.7184555984686147e-05,1.014674865333248e-05,1.25250634916578e-05,1.4723723526086064e-05,1.8619126049001053e-05,1.554762855763394e-05,1.4230473007976304e-05,1.3629740472694263e-05,1.7156022140136204e-05,3.078215866355207e-05,2.7810427599843306e-05,2.3470260901168885e-05,5.4261159460444355e-05,8.491033379911404e-05,8.3857397814143e-05,7.600564427542113e-05,8.708880689469931e-05
2025-06-19 18:22:55,2025_IWOOS_id5,0.09802812491642654,0.040932589085606215,0.03563780789677884,0.009799857720541651,0.009400489519545514,0.0032296964920791606,0.003568019308741208,0.0016032409559827957,0.001672881595507903,0.0011137623681632578,0.0005540755546996505,0.00045129800227508224,0.00020690748297604226,0.00031874003420962225,0.00022288135049842122,0.00021224939369985009,0.00020373743522150793,9.979703694771466e-05,0.00011568006090027465,7.419573022344018e-05,9.260970486209756e-05,5.878620921734819e-05,8.012390176711183e-05,3.901503922138985e-05,5.37242018184327e-05,4.3160345164103896e-05,3.2178251752434115e-05,3.4339231714402546e-05,2.5168447687306006e-05,4.063363684813614e-05,2.531766998818808e-05,2.0084856912397234e-05,2.515779445399163e-05,3.764566704147436e-05,2.8378979780325264e-05,1.318142731293535e-05,2.1043507107537377e-05,3.0606242799178364e-05,3.321447913020586e-05,2.9057952708908048e-05,3.497865361931511e-05,3.408739040837378e-05,3.0863632794160623e-05,4.4609030915047695e-05,5.2839199449999566e-05,7.80840411076854e-05,0.00013143541147192473,0.00011924963258338454,0.00015398399870890795,0.00020319612291201696,0.00029726873286777076,0.00023410986839725632,0.0002442224745798856,0.0007795438373210355,0.0009224270503047151
